"tax_id","tax_level","genus_tax_id","name","common_name","category","is_phage","nt_bpm","nt_base_count","nt_count","nt_contigs","nt_contig_b","nt_percent_identity","nt_alignment_length","nt_e_value","nr_bpm","nr_base_count","nr_count","nr_contigs","nr_contig_b","nr_percent_identity","nr_alignment_length","nr_e_value","species_tax_ids","known_pathogen","sample_ID","short_name_id","protocol","mean_nt_bpm","sd_nt_bpm","z_score"
2948642,2,"2948642","Buchananvirus","","viruses",FALSE,23.4389,11869,13,NA,NA,87.4303,611.615,"10^-219.239",NA,NA,NA,NA,NA,NA,NA,"","[2955547]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,24.4389
2946787,2,"2946787","Akiravirus","","viruses",FALSE,0.93013,471,1,NA,NA,91.346,312,"10^-163.621",NA,NA,NA,NA,NA,NA,NA,"","[2955236]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,1.93013
2944849,2,"2944849","Swiduovirus","","viruses",FALSE,14.1633,7172,9,NA,NA,94.2893,611.444,"10^-167.361",NA,NA,NA,NA,NA,NA,NA,"","[2944850]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,15.1633
2905967,2,"2905967","Candidatus Minimicrobia","","bacteria",FALSE,0.924206,468,1,NA,NA,94.118,289,"10^-161.596",NA,NA,NA,NA,NA,NA,NA,"","[2841264]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,1.924206
2803850,2,"2803850","Mammaliicoccus","","bacteria",FALSE,13.8414,7009,12,NA,NA,96.4545,409.333,"10^-134.398",NA,NA,NA,NA,NA,NA,NA,"","[42858, 1296]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,14.8414
2801844,2,"2801844","Arachnia","","bacteria",FALSE,25.3544,12839,31,NA,NA,94.885,242.097,"10^-123.25",NA,NA,NA,NA,NA,NA,NA,"","[1750]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,26.3544
2800373,2,"2800373","Priestia","","bacteria",FALSE,1.26782,642,2,NA,NA,99.0015,141.5,"10^-82.7268",NA,NA,NA,NA,NA,NA,NA,"","[412384]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",104.6155,147.948658934443,-0.687133947577512
2767353,2,"2767353","Lancefieldella","","bacteria",FALSE,11.1793,5661,7,NA,NA,91.6737,626.857,"10^-172.786",NA,NA,NA,NA,NA,NA,NA,"","[1382]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,12.1793
2742598,2,"2742598","Limosilactobacillus","","bacteria",FALSE,9.60147,4862,6,NA,NA,96.2424,630,"10^-236.158",NA,NA,NA,NA,NA,NA,NA,"","[2742601, 1633, 1613]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,10.60147
2740557,2,"2740557","Pauljensenia","","bacteria",FALSE,1.25597,636,1,NA,NA,98.956,479,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,"","[178339]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,2.25597
2692113,2,"2692113","Gleimia","","bacteria",FALSE,1.60946,815,1,NA,NA,91.6044,536,"10^-111.296",NA,NA,NA,NA,NA,NA,NA,"","[66228]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,2.60946
2529408,2,"2529408","Schaalia","","bacteria",FALSE,13.7584,6967,11,NA,NA,93.0389,388.364,"10^-147.787",NA,NA,NA,NA,NA,NA,NA,"","[181487, 1660]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,14.7584
1920762,2,"1920762","Litunavirus","","viruses",TRUE,0.815592,413,2,NA,NA,99.074,53,"10^-23.0371",NA,NA,NA,NA,NA,NA,NA,"","[3058783]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,1.815592
1912216,2,"1912216","Cutibacterium","","bacteria",FALSE,16.6555,8434,9,NA,NA,97.4072,750.222,"10^-232.592",NA,NA,NA,NA,NA,NA,NA,"","[33010, 1747]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",140.393,198.545684662246,-0.615084712093611
1910992,2,"1910992","Kagunavirus","","viruses",TRUE,7.01054,3550,5,NA,NA,90.6948,484.6,"10^-244.565",NA,NA,NA,NA,NA,NA,NA,"","[2863833]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,8.01054
1870884,2,"1870884","Clostridioides","","bacteria",FALSE,2.17425,1101,1,NA,NA,97.535,649,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,"","[1496]",1,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,3.17425
1866885,2,"1866885","Mycolicibacterium","","bacteria",FALSE,3.82716,1938,9,NA,NA,99.1844,52.6667,"10^-22.8893",NA,NA,NA,NA,NA,NA,NA,"","[59813]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",262.6705,371.472183535322,-0.69224857961923
1843210,2,"1843210","Anaerocolumna","","bacteria",FALSE,3.25644,1649,2,NA,NA,94.7699,540,"10^-125.62",NA,NA,NA,NA,NA,NA,NA,"","[2696063]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,4.25644
1637257,2,"1637257","Mageeibacillus","","bacteria",FALSE,3.72645,1887,2,NA,NA,99.218,760.5,"10^-245.946",NA,NA,NA,NA,NA,NA,NA,"","[884684]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,4.72645
1348911,2,"1348911","Coprobacter","","bacteria",FALSE,0.876811,444,1,NA,NA,97.527,283,"10^-171.212",NA,NA,NA,NA,NA,NA,NA,"","[1501392]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,1.876811
1164882,2,"1164882","Lachnoanaerobaculum","","bacteria",FALSE,41.769,21151,21,NA,NA,89.2726,759,"10^-182.587",NA,NA,NA,NA,NA,NA,NA,"","[2490855, 617123]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,42.769
909656,2,"909656","Phocaeicola","","bacteria",FALSE,3.79754,1923,3,NA,NA,96.846,485.333,"10^-297.963",NA,NA,NA,NA,NA,NA,NA,"","[821]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,4.79754
670516,2,"670516","Mycobacteroides","","bacteria",FALSE,2.45862,1245,1,NA,NA,88.562,577,"10^-291.671",NA,NA,NA,NA,NA,NA,NA,"","[36809]",1,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,3.45862
599737,2,"599737","Wickerhamomyces","","eukaryota",FALSE,8.37117,4239,3,NA,NA,83.8663,904.667,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,"","[1041607]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,9.37117
572808,2,"572808","Agriphila","","eukaryota",FALSE,2.69363,1364,3,NA,NA,86.085,245.667,"10^-107.232",NA,NA,NA,NA,NA,NA,NA,"","[572809]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,3.69363
423349,2,"423349","Mucilaginibacter","","bacteria",FALSE,3.67905,1863,3,NA,NA,92.8251,446.333,"10^-197.607",NA,NA,NA,NA,NA,NA,NA,"","[398049]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,4.67905
416916,2,"416916","Aggregatibacter","","bacteria",FALSE,2.98195,1510,2,NA,NA,93.857,541.5,"10^-224.013",NA,NA,NA,NA,NA,NA,NA,"","[2820817, 712150]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,3.98195
393350,2,"393350","Cabera","","eukaryota",FALSE,0.529246,268,1,NA,NA,91.667,108,"10^-48.8029",NA,NA,NA,NA,NA,NA,NA,"","[722659]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,1.529246
375288,2,"375288","Parabacteroides","","bacteria",FALSE,0.679331,344,1,NA,NA,98.052,154,"10^-88.4476",NA,NA,NA,NA,NA,NA,NA,"","[823]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,1.679331
354349,2,"354349","Pseudochrobactrum","","bacteria",FALSE,5.03179,2548,3,NA,NA,97.0293,675.667,"10^-279.293",NA,NA,NA,NA,NA,NA,NA,"","[2879116]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,6.03179
254717,2,"254717","Chrysodeixis","","eukaryota",FALSE,1.65883,840,2,NA,NA,85.1345,218.5,"10^-90.7134",NA,NA,NA,NA,NA,NA,NA,"","[689277]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,2.65883
247414,2,"247414","Ophonus","","eukaryota",FALSE,0.570717,289,1,NA,NA,86.822,129,"10^-52.1567",NA,NA,NA,NA,NA,NA,NA,"","[247415]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,1.570717
227979,2,"227979","Jeotgalicoccus","","bacteria",FALSE,1.92938,977,1,NA,NA,84.1954,715,"10^-126.991",NA,NA,NA,NA,NA,NA,NA,"","[2708346]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,2.92938
216851,2,"216851","Faecalibacterium","","bacteria",FALSE,1.9985,1012,1,NA,NA,95.8764,776,"10^-66.0078",NA,NA,NA,NA,NA,NA,NA,"","[853]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,2.9985
212742,2,"212742","Morococcus","","bacteria",FALSE,1.27967,648,1,NA,NA,90.2295,522,"10^-127.8",NA,NA,NA,NA,NA,NA,NA,"","[1056807]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,2.27967
195950,2,"195950","Tannerella","","bacteria",FALSE,41.8065,21170,23,NA,NA,92.4357,742.826,"10^-219.823",NA,NA,NA,NA,NA,NA,NA,"","[712710]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,42.8065
173369,2,"173369","Cephaleuros","","eukaryota",FALSE,4.81061,2436,5,NA,NA,100,49.4,"10^-21.2836",NA,NA,NA,NA,NA,NA,NA,"","[1985640]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",196.0975,277.323744047458,-0.683689027866604
165696,2,"165696","Novosphingobium","","bacteria",FALSE,0.789919,400,1,NA,NA,98.374,246,"10^-150.001",NA,NA,NA,NA,NA,NA,NA,"","[158500]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,1.789919
150022,2,"150022","Finegoldia","","bacteria",FALSE,1.73585,879,2,NA,NA,89.7975,268.5,"10^-133.838",NA,NA,NA,NA,NA,NA,NA,"","[1260]",1,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,2.73585
148959,2,"148959","Wallemia","","eukaryota",FALSE,1.15526,585,1,NA,NA,96.9229,390,"10^-64.3227",NA,NA,NA,NA,NA,NA,NA,"","[1708541]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,2.15526
141402,2,"141402","Evadne","","eukaryota",FALSE,2.59686,1315,3,NA,NA,95.0184,287.667,"10^-59.2713",NA,NA,NA,NA,NA,NA,NA,"","[141404]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,3.59686
125287,2,"125287","Ornithinimicrobium","","bacteria",FALSE,4.39195,2224,4,NA,NA,98.7864,387,"10^-190.005",NA,NA,NA,NA,NA,NA,NA,"","[1977084]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,5.39195
117563,2,"117563","Granulicatella","","bacteria",FALSE,34.8769,17661,21,NA,NA,89.2831,554.476,"10^-184.176",NA,NA,NA,NA,NA,NA,NA,"","[137732, 46124]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,35.8769
103830,2,"103830","Mythimna","","eukaryota",FALSE,21.2706,10771,22,NA,NA,83.1302,255,"10^-102.772",NA,NA,NA,NA,NA,NA,NA,"","[987991, 987985, 987427]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,22.2706
95169,2,"95169","Membranipora","","eukaryota",FALSE,14.1692,7175,11,NA,NA,82.5941,124.545,"10^-42.5051",NA,NA,NA,NA,NA,NA,NA,"","[95170]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,15.1692
90243,2,"90243","Oligella","","bacteria",FALSE,3.81926,1934,2,NA,NA,98.756,751,"10^-244.576",NA,NA,NA,NA,NA,NA,NA,"","[90244]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,4.81926
86331,2,"86331","Mogibacterium","","bacteria",FALSE,3.29594,1669,2,NA,NA,90.7899,670,"10^-152.316",NA,NA,NA,NA,NA,NA,NA,"","[114527]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,4.29594
83654,2,"83654","Leclercia","","bacteria",FALSE,0.815592,413,1,NA,NA,98.298,235,"10^-142.473",NA,NA,NA,NA,NA,NA,NA,"","[1920116]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,1.815592
79498,2,"79498","Lacanobia","","eukaryota",FALSE,3.67313,1860,5,NA,NA,91.1804,160.8,"10^-77.4602",NA,NA,NA,NA,NA,NA,NA,"","[79499]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,4.67313
69965,2,"69965","Macrococcus","","bacteria",FALSE,1.69833,860,1,NA,NA,86.161,224,"10^-97.8914",NA,NA,NA,NA,NA,NA,NA,"","[69967]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,2.69833
69354,2,"69354","Darwinula","","eukaryota",FALSE,6.99671,3543,11,NA,NA,81.9941,112.545,"10^-36.312",NA,NA,NA,NA,NA,NA,NA,"","[69355]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,7.99671
61471,2,"61471","Timema","","eukaryota",FALSE,0.400884,203,1,NA,NA,100,41,"10^-15.6005",NA,NA,NA,NA,NA,NA,NA,"","[61474]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,1.400884
60957,2,"60957","Piscicola","","eukaryota",FALSE,2.4211,1226,3,NA,NA,81.8183,131.667,"10^-44.3712",NA,NA,NA,NA,NA,NA,NA,"","[60958]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,3.4211
57493,2,"57493","Kocuria","","bacteria",FALSE,2.05182,1039,2,NA,NA,98.4355,351.5,"10^-220.18",NA,NA,NA,NA,NA,NA,NA,"","[2719588]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,3.05182
57138,2,"57138","Calonectria","","eukaryota",FALSE,1.1908,603,3,NA,NA,100,55,"10^-25.0834",NA,NA,NA,NA,NA,NA,NA,"","[182845]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,2.1908
55709,2,"55709","Cerastoderma","","eukaryota",FALSE,0.7366,373,1,NA,NA,82.407,108,"10^-35.0792",NA,NA,NA,NA,NA,NA,NA,"","[55710]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,1.7366
55193,2,"55193","Malassezia","","eukaryota",FALSE,0.367313,186,1,NA,NA,100,49,"10^-21.0126",NA,NA,NA,NA,NA,NA,NA,"","[1381934]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",91.2555,129.054765741138,-0.691156425431684
53457,2,"53457","Janibacter","","bacteria",FALSE,0.724751,367,1,NA,NA,89.202,213,"10^-101.344",NA,NA,NA,NA,NA,NA,NA,"","[2761047]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,1.724751
53335,2,"53335","Pantoea","","bacteria",FALSE,3.03922,1539,3,NA,NA,98.6029,357.333,"10^-31.0213",NA,NA,NA,NA,NA,NA,NA,"","[472693]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,4.03922
51649,2,"51649","Sacculina","","eukaryota",FALSE,0.918281,465,1,NA,NA,80.11,181,"10^-61.6162",NA,NA,NA,NA,NA,NA,NA,"","[51650]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,1.918281
48736,2,"48736","Ralstonia","","bacteria",FALSE,8.02756,4065,8,NA,NA,92.794,340.875,"10^-186.173",NA,NA,NA,NA,NA,NA,NA,"","[329, 305]",1,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,9.02756
46580,2,"46580","Spirometra","","eukaryota",FALSE,5.58078,2826,9,NA,NA,92.3807,145.111,"10^-69.6012",NA,NA,NA,NA,NA,NA,NA,"","[99802]",1,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,6.58078
46255,2,"46255","Weissella","","bacteria",FALSE,49.2436,24936,42,NA,NA,97.7547,398.405,"10^-171.518",NA,NA,NA,NA,NA,NA,NA,"","[1583]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,50.2436
46123,2,"46123","Abiotrophia","","bacteria",FALSE,2.26509,1147,2,NA,NA,95.9955,412,"10^-246.529",NA,NA,NA,NA,NA,NA,NA,"","[46125]",1,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,3.26509
45669,2,"45669","Salinicoccus","","bacteria",FALSE,6.10015,3089,5,NA,NA,90.992,232.4,"10^-107.054",NA,NA,NA,NA,NA,NA,NA,"","[1437774, 407035]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,7.10015
44259,2,"44259","Filifactor","","bacteria",FALSE,5.34578,2707,3,NA,NA,93.879,680.667,"10^-235.158",NA,NA,NA,NA,NA,NA,NA,"","[143361]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,6.34578
44249,2,"44249","Paenibacillus","","bacteria",FALSE,0.957777,485,1,NA,NA,83.636,110,"10^-37.816",NA,NA,NA,NA,NA,NA,NA,"","[1536773]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,1.957777
43668,2,"43668","Brachybacterium","","bacteria",FALSE,1.78917,906,1,NA,NA,93.0265,674,"10^-52.327",NA,NA,NA,NA,NA,NA,NA,"","[2017485]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,2.78917
41013,2,"41013","Tinea","","eukaryota",FALSE,1.12564,570,1,NA,NA,81.266,395,"10^-155.971",NA,NA,NA,NA,NA,NA,NA,"","[1101063]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,2.12564
40323,2,"40323","Stenotrophomonas","","bacteria",FALSE,3.9733,2012,4,NA,NA,97.4841,322.25,"10^-75.9067",NA,NA,NA,NA,NA,NA,NA,"","[40324]",1,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,4.9733
39948,2,"39948","Dialister","","bacteria",FALSE,3.15968,1600,1,NA,NA,89.942,865,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,"","[39950]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,4.15968
33882,2,"33882","Microbacterium","","bacteria",FALSE,0.631936,320,1,NA,NA,89.726,146,"10^-66.5128",NA,NA,NA,NA,NA,NA,NA,"","[2925844]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,1.631936
32207,2,"32207","Rothia","","bacteria",FALSE,735.727,372558,521,NA,NA,89.7034,497.488,"10^-191.572",NA,NA,NA,NA,NA,NA,NA,"","[43675, 2047]",1,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,736.727
32067,2,"32067","Leptotrichia","","bacteria",FALSE,92.8511,47018,58,NA,NA,93.7017,592.897,"10^-146.47",NA,NA,NA,NA,NA,NA,NA,"","[712368, 712362, 712361, 712357, 157691, 157688, 157687, 109328]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,93.8511
29465,2,"29465","Veillonella","","bacteria",FALSE,1649.2,835121,1055,NA,NA,94.9006,609.244,"10^-191.467",NA,NA,NA,NA,NA,NA,NA,"","[2682456, 2682455, 423477, 324848, 248315, 39778, 39777, 29466]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,1650.2
29393,2,"29393","Dolosigranulum","","bacteria",FALSE,1.01702,515,1,NA,NA,98.0168,353,"10^-27.8699",NA,NA,NA,NA,NA,NA,NA,"","[29394]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,2.01702
28453,2,"28453","Sphingobacterium","","bacteria",FALSE,1.24412,630,1,NA,NA,94.678,357,"10^-77.8451",NA,NA,NA,NA,NA,NA,NA,"","[371142]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,2.24412
28100,2,"28100","Phyllobacterium","","bacteria",FALSE,2.87926,1458,3,NA,NA,85.9087,314.667,"10^-142.15",NA,NA,NA,NA,NA,NA,NA,"","[2718938, 555317]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,3.87926
13092,2,"13092","Hydractinia","","eukaryota",FALSE,0.957777,485,1,NA,NA,81.181,271,"10^-102.612",NA,NA,NA,NA,NA,NA,NA,"","[13093]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,1.957777
7459,2,"7459","Apis","","eukaryota",FALSE,0.657608,333,1,NA,NA,91.228,171,"10^-83.5988",NA,NA,NA,NA,NA,NA,NA,"","[7462]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,1.657608
7215,2,"7215","Drosophila","fruit flies","eukaryota",FALSE,0.7366,373,1,NA,NA,80.226,177,"10^-60.2535",NA,NA,NA,NA,NA,NA,NA,"","[198718]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,1.7366
7174,2,"7174","Culex","","eukaryota",FALSE,1.05849,536,1,NA,NA,89.109,101,"10^-41.284",NA,NA,NA,NA,NA,NA,NA,"","[7175]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,2.05849
6953,2,"6953","Dermatophagoides","","eukaryota",FALSE,1.16908,592,1,NA,NA,95.851,241,"10^-138.345",NA,NA,NA,NA,NA,NA,NA,"","[6956]",0,"RDC_INC_PAN_b_020_T_775841_taxon_report","PAN020","PtCl4 eSISPA",0,0,2.16908
