"tax_id","tax_level","genus_tax_id","name","common_name","category","is_phage","nt_bpm","nt_base_count","nt_count","nt_contigs","nt_contig_b","nt_percent_identity","nt_alignment_length","nt_e_value","nr_bpm","nr_base_count","nr_count","nr_contigs","nr_contig_b","nr_percent_identity","nr_alignment_length","nr_e_value","species_tax_ids","known_pathogen","sample_ID","short_name_id","protocol","z_score"
2803850,2,"2803850","Mammaliicoccus","","bacteria",FALSE,50.1783,10010,15,NA,NA,95.4962,508.467,"10^-228.932",NA,NA,NA,NA,NA,NA,NA,"","[1296]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",51.1783
2801844,2,"2801844","Arachnia","","bacteria",FALSE,3.24329,647,1,NA,NA,92.647,476,"10^-264.993",NA,NA,NA,NA,NA,NA,NA,"","[1750]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",4.24329
2800373,2,"2800373","Priestia","","bacteria",FALSE,7.429,1482,2,NA,NA,94.554,586,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,"","[412384]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-2.68730448925139
2767887,2,"2767887","Ligilactobacillus","","bacteria",FALSE,24.9338,4974,6,NA,NA,93.1399,574,"10^-243.226",NA,NA,NA,NA,NA,NA,NA,"","[228229, 1624]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-6.70305344804264
2767885,2,"2767885","Latilactobacillus","","bacteria",FALSE,2.64677,528,1,NA,NA,97.951,244,"10^-147.26",NA,NA,NA,NA,NA,NA,NA,"","[1599]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",3.64677
2767842,2,"2767842","Lactiplantibacillus","","bacteria",FALSE,15.8856,3169,3,NA,NA,91.0022,825,"10^-284.302",NA,NA,NA,NA,NA,NA,NA,"","[1590]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-3.01141320296048
2759736,2,"2759736","Lacticaseibacillus","","bacteria",FALSE,3.6744,733,1,NA,NA,96.473,567,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,"","[1597]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-6.99211335765778
2742598,2,"2742598","Limosilactobacillus","","bacteria",FALSE,80.0497,15969,20,NA,NA,89.8072,558.05,"10^-222.211",NA,NA,NA,NA,NA,NA,NA,"","[2742601, 1632, 1613]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-26.9232858937971
2529408,2,"2529408","Schaalia","","bacteria",FALSE,1.88482,376,1,NA,NA,96.154,208,"10^-118.509",NA,NA,NA,NA,NA,NA,NA,"","[1660]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",2.88482
1912216,2,"1912216","Cutibacterium","","bacteria",FALSE,13.1837,2630,4,NA,NA,94.8226,494.75,"10^-232.928",NA,NA,NA,NA,NA,NA,NA,"","[1747]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-180.637501963895
1910992,2,"1910992","Kagunavirus","","viruses",TRUE,10.7926,2153,3,NA,NA,84.8427,486.333,"10^-217.644",NA,NA,NA,NA,NA,NA,NA,"","[2863833]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",11.7926
1085622,2,"1085622","Propioniciclava","","bacteria",FALSE,4.48647,895,1,NA,NA,98.199,722,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,"","[2760308]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-59.8927508693374
909656,2,"909656","Phocaeicola","","bacteria",FALSE,2.33096,465,1,NA,NA,99.301,286,"10^-180.128",NA,NA,NA,NA,NA,NA,NA,"","[821]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",3.33096
695999,2,"695999","Actinophytocola","","bacteria",FALSE,2.56656,512,1,NA,NA,97.406,347,"10^-212.294",NA,NA,NA,NA,NA,NA,NA,"","[1759679]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-4.04442227685359
694002,2,"694002","Betacoronavirus","","viruses",FALSE,38.8995,7760,7,NA,NA,94.8977,822,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,"","[694009]",1,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-18.3561575605423
687332,2,"687332","Betatorquevirus","","viruses",FALSE,51.993,10372,13,NA,NA,94.9714,587.231,"10^-249.055",NA,NA,NA,NA,NA,NA,NA,"","[93678]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-4.3981894080624
416916,2,"416916","Aggregatibacter","","bacteria",FALSE,10.0206,1999,1,NA,NA,94.8472,1863,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,"","[2820817]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",11.0206
361177,2,"361177","Altererythrobacter","","bacteria",FALSE,4.84238,966,1,NA,NA,93.882,474,"10^-271.857",NA,NA,NA,NA,NA,NA,NA,"","[2877001]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",5.84238
343582,2,"343582","Nemotelus","","eukaryota",FALSE,5.54418,1106,2,NA,NA,84.9855,253.5,"10^-107.789",NA,NA,NA,NA,NA,NA,NA,"","[343700]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",6.54418
294691,2,"294691","Psylliodes","","eukaryota",FALSE,3.00769,600,1,NA,NA,80.798,401,"10^-155.964",NA,NA,NA,NA,NA,NA,NA,"","[2598218]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-4.73514328725074
254717,2,"254717","Chrysodeixis","","eukaryota",FALSE,2.05526,410,1,NA,NA,82.239,259,"10^-101.259",NA,NA,NA,NA,NA,NA,NA,"","[689277]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",3.05526
227979,2,"227979","Jeotgalicoccus","","bacteria",FALSE,9.05315,1806,3,NA,NA,82.1767,426.667,"10^-174.922",NA,NA,NA,NA,NA,NA,NA,"","[2708346]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",10.05315
196082,2,"196082","Parascardovia","","bacteria",FALSE,4.2609,850,1,NA,NA,92.375,682,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,"","[78258]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",5.2609
187218,2,"187218","Tequintavirus","","viruses",TRUE,4042.61,806455,1440,NA,NA,99.6091,64.5514,"10^-19.5693",NA,NA,NA,NA,NA,NA,NA,"","[3017287]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",4043.61
160674,2,"160674","Raoultella","","bacteria",FALSE,5.083,1014,1,NA,NA,94.133,784,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,"","[2799495]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",6.083
152053,2,"152053","Starkeya","","bacteria",FALSE,3.43378,685,1,NA,NA,98.419,506,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,"","[2709380]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-24.6198295934433
117563,2,"117563","Granulicatella","","bacteria",FALSE,277.48,55354,66,NA,NA,89.6121,578.697,"10^-224.033",NA,NA,NA,NA,NA,NA,NA,"","[137732, 46124]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",1.65027983042535
106589,2,"106589","Cupriavidus","","bacteria",FALSE,3.88995,776,1,NA,NA,96.569,612,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,"","[119219]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",4.88995
103830,2,"103830","Mythimna","","eukaryota",FALSE,2.5816,515,1,NA,NA,80.208,192,"10^-66.3939",NA,NA,NA,NA,NA,NA,NA,"","[987427]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",3.5816
92901,2,"92901","Lasiosphaeria","","eukaryota",FALSE,2.93751,586,1,NA,NA,95.813,406,"10^-241.732",NA,NA,NA,NA,NA,NA,NA,"","[92902]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-4.77134636553013
84567,2,"84567","Pedobacter","","bacteria",FALSE,2.29587,458,1,NA,NA,94.079,304,"10^-170.494",NA,NA,NA,NA,NA,NA,NA,"","[2995161]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",3.29587
79498,2,"79498","Lacanobia","","eukaryota",FALSE,2.87736,574,1,NA,NA,84.146,328,"10^-140.269",NA,NA,NA,NA,NA,NA,NA,"","[79499]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",3.87736
67575,2,"67575","Rheinheimera","","bacteria",FALSE,3.72954,744,1,NA,NA,87.776,589,"10^-291.662",NA,NA,NA,NA,NA,NA,NA,"","[2498451]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-6.09137053194258
57493,2,"57493","Kocuria","","bacteria",FALSE,2.79715,558,1,NA,NA,95.515,379,"10^-223.235",NA,NA,NA,NA,NA,NA,NA,"","[1049583]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-19.4058652825764
53457,2,"53457","Janibacter","","bacteria",FALSE,5.28852,1055,2,NA,NA,94.7695,370,"10^-215.012",NA,NA,NA,NA,NA,NA,NA,"","[2806261, 857417]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-56.7553528281921
46255,2,"46255","Weissella","","bacteria",FALSE,14.1161,2816,4,NA,NA,97.0218,521.25,"10^-290.11",NA,NA,NA,NA,NA,NA,NA,"","[1583]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-1.26825564356903
33986,2,"33986","Exiguobacterium","","bacteria",FALSE,3.66938,732,1,NA,NA,94.831,561,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,"","[41170]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",4.66938
33882,2,"33882","Microbacterium","","bacteria",FALSE,3.84483,767,1,NA,NA,95.88,631,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,"","[3019890]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-90.0765917124214
32207,2,"32207","Rothia","","bacteria",FALSE,236.254,47130,57,NA,NA,93.5176,590.93,"10^-239.89",NA,NA,NA,NA,NA,NA,NA,"","[43675, 2047]",1,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",237.254
32067,2,"32067","Leptotrichia","","bacteria",FALSE,157.408,31401,39,NA,NA,91.6366,600.769,"10^-239.94",NA,NA,NA,NA,NA,NA,NA,"","[1785996, 712368, 712362, 712361, 712357, 157688, 157687, 109328, 40542]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-42.0582803847386
32008,2,"32008","Burkholderia","","bacteria",FALSE,2.61168,521,1,NA,NA,97.175,354,"10^-215.717",NA,NA,NA,NA,NA,NA,NA,"","[60550]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-29.4862582604111
29465,2,"29465","Veillonella","","bacteria",FALSE,1243.55,248073,310,NA,NA,93.4018,616.968,"10^-246.578",NA,NA,NA,NA,NA,NA,NA,"","[2682456, 2682455, 423477, 248315, 39778, 39777, 29466]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-1.53470144593828
29393,2,"29393","Dolosigranulum","","bacteria",FALSE,2.98263,595,1,NA,NA,93.3181,434,"10^-105.122",NA,NA,NA,NA,NA,NA,NA,"","[29394]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",3.98263
28453,2,"28453","Sphingobacterium","","bacteria",FALSE,2.44124,487,1,NA,NA,99.363,314,"10^-199.3",NA,NA,NA,NA,NA,NA,NA,"","[371142]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",3.44124
28100,2,"28100","Phyllobacterium","","bacteria",FALSE,11.0984,2214,2,NA,NA,83.4365,595.5,"10^-242.44",NA,NA,NA,NA,NA,NA,NA,"","[555317]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",12.0984
13687,2,"13687","Sphingomonas","","bacteria",FALSE,11.4443,2283,2,NA,NA,95.9471,1009.5,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,"","[2219696]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-52.8294576540267
7069,2,"7069","Tribolium","","eukaryota",FALSE,2.80217,559,1,NA,NA,95,300,"10^-171.873",NA,NA,NA,NA,NA,NA,NA,"","[7070]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",3.80217
6643,2,"6643","Octopus","","eukaryota",FALSE,2.63674,526,1,NA,NA,85.87,368,"10^-167.667",NA,NA,NA,NA,NA,NA,NA,"","[6645]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",3.63674
6247,2,"6247","Strongyloides","","eukaryota",FALSE,3.2834,655,1,NA,NA,85.556,90,"10^-31.0413",NA,NA,NA,NA,NA,NA,NA,"","[6248]",1,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",4.2834
5761,2,"5761","Naegleria","","eukaryota",FALSE,150.986,30120,52,NA,NA,96.4183,390.365,"10^-197.975",NA,NA,NA,NA,NA,NA,NA,"","[5763]",1,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",4.94009709995542
5475,2,"5475","Candida","","eukaryota",FALSE,59.818,11933,15,NA,NA,95.256,647.8,"10^-253.307",NA,NA,NA,NA,NA,NA,NA,"","[5476]",1,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",60.818
5455,2,"5455","Colletotrichum","","eukaryota",FALSE,3.91,780,1,NA,NA,80.333,300,"10^-111.488",NA,NA,NA,NA,NA,NA,NA,"","[5467]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-8.03243404478202
5149,2,"5149","Chaetomium","","eukaryota",FALSE,4.92259,982,1,NA,NA,91.029,836,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,"","[1307466]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-24.1247287501475
5052,2,"5052","Aspergillus","","eukaryota",FALSE,6.61191,1319,1,NA,NA,96.519,316,"10^-62.2829",NA,NA,NA,NA,NA,NA,NA,"","[396024]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-46.7882280651831
4919,2,"4919","Pichia","","eukaryota",FALSE,3.21823,642,1,NA,NA,84.247,438,"10^-192.294",NA,NA,NA,NA,NA,NA,NA,"","[36015]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",4.21823
4564,2,"4564","Triticum","","eukaryota",FALSE,2.75705,550,1,NA,NA,86.932,352,"10^-164.941",NA,NA,NA,NA,NA,NA,NA,"","[4565]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",3.75705
4107,2,"4107","Solanum","","eukaryota",FALSE,2.08032,415,1,NA,NA,95.2075,313,"10^-81.9401",NA,NA,NA,NA,NA,NA,NA,"","[4081]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",3.08032
4071,2,"4071","Capsicum","peppers","eukaryota",FALSE,3.19317,637,1,NA,NA,95.494,466,"10^-277.354",NA,NA,NA,NA,NA,NA,NA,"","[33114]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",4.19317
3817,2,"3817","Arachis","","eukaryota",FALSE,9.29377,1854,3,NA,NA,92.0913,446.333,"10^-148.436",NA,NA,NA,NA,NA,NA,NA,"","[3818]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-11.9603706414613
2737,2,"2737","Vagococcus","","bacteria",FALSE,2.57659,514,1,NA,NA,93.583,374,"10^-49.3751",NA,NA,NA,NA,NA,NA,NA,"","[2738]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",3.57659
1839,2,"1839","Nocardioides","","bacteria",FALSE,7.51923,1500,1,NA,NA,94.811,1349,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,"","[2763008]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-30.2221972227649
1716,2,"1716","Corynebacterium","","bacteria",FALSE,4.05036,808,1,NA,NA,96.142,648,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,"","[38289]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-22.7051588544161
1654,2,"1654","Actinomyces","","bacteria",FALSE,75.4179,15045,19,NA,NA,92.9577,594.368,"10^-232.67",NA,NA,NA,NA,NA,NA,NA,"","[2789425, 712116, 544580, 1655]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",76.4179
1647,2,"1647","Erysipelothrix","","bacteria",FALSE,6.83749,1364,1,NA,NA,80.342,117,"10^-35.7306",NA,NA,NA,NA,NA,NA,NA,"","[2714928]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",7.83749
1578,2,"1578","Lactobacillus","","bacteria",FALSE,1308.49,261029,309,NA,NA,95.5151,653.951,"10^-239.079",NA,NA,NA,NA,NA,NA,NA,"","[2690380, 2107999, 151781, 147802, 109790, 33959, 1596, 1587]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-104.273429120953
1378,2,"1378","Gemella","","bacteria",FALSE,75.7688,15115,19,NA,NA,91.0683,627.842,"10^-255.943",NA,NA,NA,NA,NA,NA,NA,"","[84135, 29391, 1379]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-21.3431088084449
1357,2,"1357","Lactococcus","lactic streptococci","bacteria",FALSE,11.6648,2327,4,NA,NA,94.425,365,"10^-212.974",NA,NA,NA,NA,NA,NA,NA,"","[1363, 1358]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-1.8049179748249
1350,2,"1350","Enterococcus","","bacteria",FALSE,44.5589,8889,14,NA,NA,95.9553,457.286,"10^-243.292",NA,NA,NA,NA,NA,NA,NA,"","[1354, 1352, 1351]",2,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-6.7649348228891
1301,2,"1301","Streptococcus","","bacteria",FALSE,33826.7,6748042,8776,NA,NA,92.5473,568.601,"10^-233.58",NA,NA,NA,NA,NA,NA,NA,"","[3038077, 2972784, 2819619, 2759692, 2710759, 2686210, 2610896, 2598453, 2589786, 2576376, 2382163, 1917441, 1902136, 1839799, 1759399, 1501662, 1433513, 1419814, 1234680, 1156431, 712633, 712624, 712623, 684066, 257758, 113107, 102886, 102684, 83427, 78535, 76860, 68892, 45634, 33040, 28037, 1345, 1343, 1338, 1335, 1328, 1319, 1318, 1313, 1311, 1310, 1308, 1307, 1305, 1304, 1303, 1302]",10,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",393.961493718188
1298,2,"1298","Deinococcus","","bacteria",FALSE,18.2818,3647,5,NA,NA,94.9762,570.4,"10^-277.593",NA,NA,NA,NA,NA,NA,NA,"","[2080419]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-114.370597599888
1279,2,"1279","Staphylococcus","","bacteria",FALSE,309.983,61838,79,NA,NA,96.3363,580,"10^-260.52",NA,NA,NA,NA,NA,NA,NA,"","[522262, 283734, 246432, 214473, 29385, 29378, 1290, 1288, 1283, 1282, 1280]",5,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-42.1023520666132
1243,2,"1243","Leuconostoc","","bacteria",FALSE,3.82478,763,1,NA,NA,97.815,595,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,"","[1246]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",4.82478
1073,2,"1073","Rhodopseudomonas","","bacteria",FALSE,5.46899,1091,1,NA,NA,80.725,607,"10^-242.244",NA,NA,NA,NA,NA,NA,NA,"","[2991972]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",6.46899
1016,2,"1016","Capnocytophaga","","bacteria",FALSE,37.4809,7477,9,NA,NA,92.882,657.556,"10^-279.27",NA,NA,NA,NA,NA,NA,NA,"","[2708117, 2545799, 327575, 1019, 1017]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-14.9694241605645
970,2,"970","Selenomonas","","bacteria",FALSE,5.09804,1017,1,NA,NA,96.444,675,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,"","[713030]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-3.74075928096004
963,2,"963","Herbaspirillum","","bacteria",FALSE,2.33597,466,1,NA,NA,96.98,298,"10^-178.737",NA,NA,NA,NA,NA,NA,NA,"","[863372]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",3.33597
848,2,"848","Fusobacterium","","bacteria",FALSE,236.134,47106,53,NA,NA,92.8289,670.566,"10^-235.92",NA,NA,NA,NA,NA,NA,NA,"","[2663009, 1583098, 76859, 76857, 860, 851, 850]",1,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-36.4480226726534
838,2,"838","Prevotella","","bacteria",FALSE,385.245,76852,74,NA,NA,91.5511,821.581,"10^-242.809",NA,NA,NA,NA,NA,NA,NA,"","[1177574, 652716, 589437, 589436, 470565, 28137, 28133, 28132]",1,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-53.7688729790107
836,2,"836","Porphyromonas","","bacteria",FALSE,4.99277,996,1,NA,NA,90.465,818,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,"","[712435]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",5.99277
816,2,"816","Bacteroides","","bacteria",FALSE,10.5369,2102,3,NA,NA,96.7189,540.333,"10^-199.142",NA,NA,NA,NA,NA,NA,NA,"","[2709390, 2162637, 371601]",0,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",11.5369
724,2,"724","Haemophilus","","bacteria",FALSE,20.7481,4139,5,NA,NA,94.093,663.2,"10^-240.191",NA,NA,NA,NA,NA,NA,NA,"","[729, 727]",2,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-26.3198766545544
620,2,"620","Shigella","","bacteria",FALSE,16.1613,3224,3,NA,NA,95.6085,710.333,"10^-269.968",NA,NA,NA,NA,NA,NA,NA,"","[623, 622]",2,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-10.2998179793399
590,2,"590","Salmonella","","bacteria",FALSE,18.5224,3695,4,NA,NA,94.9653,783.25,"10^-283.761",NA,NA,NA,NA,NA,NA,NA,"","[28901]",1,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-3.65437393400493
583,2,"583","Proteus","","bacteria",FALSE,4.07542,813,1,NA,NA,97.397,653,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,"","[584]",1,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",5.07542
570,2,"570","Klebsiella","","bacteria",FALSE,1074.22,214294,268,NA,NA,96.3745,565.698,"10^-270.707",NA,NA,NA,NA,NA,NA,NA,"","[2897413, 1463165, 244366, 573, 571]",2,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-28.2320570992582
561,2,"561","Escherichia","","bacteria",FALSE,1755.51,350204,440,NA,NA,96.4109,600.805,"10^-269.092",NA,NA,NA,NA,NA,NA,NA,"","[237777, 208962, 564, 562]",1,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-40.5691502259477
547,2,"547","Enterobacter","","bacteria",FALSE,47.6368,9503,13,NA,NA,95.4736,555.077,"10^-244.043",NA,NA,NA,NA,NA,NA,NA,"","[2742676, 1812935, 158836, 61645, 550]",1,"RDC_INC_PAN_si_020_775892_taxon_report","PAN020","Standard SISPA",-14.38149707415
