"tax_id","tax_level","genus_tax_id","name","common_name","category","is_phage","nt_bpm","nt_base_count","nt_count","nt_contigs","nt_contig_b","nt_percent_identity","nt_alignment_length","nt_e_value","nr_bpm","nr_base_count","nr_count","nr_contigs","nr_contig_b","nr_percent_identity","nr_alignment_length","nr_e_value","species_tax_ids","known_pathogen","sample_ID","short_name_id","protocol","z_score"
67575,2,"67575","Rheinheimera","","bacteria",FALSE,41.703,1013,1,NA,NA,93.779,868,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,NA,"[1774958]",0,"RDC_INC_PAN_bi_026_775879_taxon_report","PAN026","Standard SISPA",42.703
41125,2,"41125","Chrysolina","","eukaryota",FALSE,26.2239,637,1,NA,NA,81.095,201,"10^-72.5496",NA,NA,NA,NA,NA,NA,NA,NA,"[1587174]",0,"RDC_INC_PAN_bi_026_775879_taxon_report","PAN026","Standard SISPA",27.2239
32008,2,"32008","Burkholderia","","bacteria",FALSE,32.3579,786,1,NA,NA,91.667,612,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,NA,"[57975]",0,"RDC_INC_PAN_bi_026_775879_taxon_report","PAN026","Standard SISPA",33.3579
6397,2,"6397","Lumbricus","","eukaryota",FALSE,23.054,560,1,NA,NA,80.609,361,"10^-138.169",NA,NA,NA,NA,NA,NA,NA,NA,"[35632]",0,"RDC_INC_PAN_bi_026_775879_taxon_report","PAN026","Standard SISPA",3.00074936442829
5820,2,"5820","Plasmodium","","eukaryota",FALSE,2695.38,65473,92,NA,NA,95.2795,526.891,"10^-252.138",NA,NA,NA,NA,NA,NA,NA,NA,"[880534, 5833]",1,"RDC_INC_PAN_bi_026_775879_taxon_report","PAN026","Standard SISPA",261.175935700363
5761,2,"5761","Naegleria","","eukaryota",FALSE,170.517,4142,7,NA,NA,97.1557,427,"10^-243.754",NA,NA,NA,NA,NA,NA,NA,NA,"[5763]",1,"RDC_INC_PAN_bi_026_775879_taxon_report","PAN026","Standard SISPA",-27.8745933454441
5498,2,"5498","Cladosporium","","eukaryota",FALSE,40.0152,972,2,NA,NA,93.191,339.5,"10^-187.259",NA,NA,NA,NA,NA,NA,NA,NA,"[2152652, 1590399]",0,"RDC_INC_PAN_bi_026_775879_taxon_report","PAN026","Standard SISPA",41.0152
1839,2,"1839","Nocardioides","","bacteria",FALSE,30.2995,736,1,NA,NA,86.809,561,"10^-269.725",NA,NA,NA,NA,NA,NA,NA,NA,"[433659]",0,"RDC_INC_PAN_bi_026_775879_taxon_report","PAN026","Standard SISPA",31.2995
1485,2,"1485","Clostridium","","bacteria",FALSE,762.182,18514,25,NA,NA,98.895,65.68,"10^-25.0749",NA,NA,NA,NA,NA,NA,NA,NA,"[1502]",1,"RDC_INC_PAN_bi_026_775879_taxon_report","PAN026","Standard SISPA",763.182
1269,2,"1269","Micrococcus","","bacteria",FALSE,26.5944,646,1,NA,NA,90.303,495,"10^-260.173",NA,NA,NA,NA,NA,NA,NA,NA,"[1270]",0,"RDC_INC_PAN_bi_026_775879_taxon_report","PAN026","Standard SISPA",-155.379593607562
561,2,"561","Escherichia","","bacteria",FALSE,32.8931,799,1,NA,NA,95.556,630,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,NA,"[562]",1,"RDC_INC_PAN_bi_026_775879_taxon_report","PAN026","Standard SISPA",0.397892808303903
469,2,"469","Acinetobacter","","bacteria",FALSE,42.8969,1042,1,NA,NA,89.837,492,"10^-255.372",NA,NA,NA,NA,NA,NA,NA,NA,"[3020716]",0,"RDC_INC_PAN_bi_026_775879_taxon_report","PAN026","Standard SISPA",5.70470128577599
379,2,"379","Rhizobium","","bacteria",FALSE,30.67,745,1,NA,NA,95.897,585,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,NA,"[2775403]",0,"RDC_INC_PAN_bi_026_775879_taxon_report","PAN026","Standard SISPA",31.67
10,2,"10","Cellvibrio","","bacteria",FALSE,40.3033,979,1,NA,NA,92.857,812,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,NA,"[1945512]",0,"RDC_INC_PAN_bi_026_775879_taxon_report","PAN026","Standard SISPA",41.3033
-200,2,"-200","all taxa with neither family nor genus classification","","",FALSE,62.9456,1529,2,NA,NA,95.3845,604,"10^-270.573",NA,NA,NA,NA,NA,NA,NA,NA,"[77133]",0,"RDC_INC_PAN_bi_026_775879_taxon_report","PAN026","Standard SISPA",7.01312024275812
2901164,2,"2901164","Stutzerimonas","","bacteria",FALSE,1.60919,361,1,NA,NA,97.391,230,"10^-136.306",NA,NA,NA,NA,NA,NA,NA,NA,"[74829]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",2.60919
2803850,2,"2803850","Mammaliicoccus","","bacteria",FALSE,2.61661,587,1,NA,NA,99.259,540,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,NA,"[1296]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",3.61661
1912216,2,"1912216","Cutibacterium","","bacteria",FALSE,54.142,12146,22,NA,NA,96.7997,488.409,"10^-261.203",NA,NA,NA,NA,NA,NA,NA,NA,"[1747]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",-0.0141336258191516
1847725,2,"1847725","Lawsonella","","bacteria",FALSE,1.92568,432,1,NA,NA,85.185,405,"10^-182.035",NA,NA,NA,NA,NA,NA,NA,NA,"[1528099]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",2.92568
1759396,2,"1759396","Marivivens","","bacteria",FALSE,3.38777,760,1,NA,NA,90.535,729,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,NA,"[3051171]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",4.38777
1549734,2,"1549734","Sonnenemertes","","eukaryota",FALSE,0.48142,108,1,NA,NA,96.923,65,"10^-29.1241",NA,NA,NA,NA,NA,NA,NA,NA,"[1484664]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",1.48142
1410155,2,"1410155","Cymatodera","","eukaryota",FALSE,0.534912,120,1,NA,NA,93.258,89,"10^-39.9665",NA,NA,NA,NA,NA,NA,NA,NA,"[2448391]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",1.534912
1175193,2,"1175193","Felimida","","eukaryota",FALSE,0.494793,111,1,NA,NA,97.143,70,"10^-32.5228",NA,NA,NA,NA,NA,NA,NA,NA,"[983170]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",1.494793
1085622,2,"1085622","Propioniciclava","","bacteria",FALSE,1.57353,353,1,NA,NA,94.654,318,"10^-181.454",NA,NA,NA,NA,NA,NA,NA,NA,"[2760308]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",2.57353
689302,2,"689302","Agrochola","","eukaryota",FALSE,2.25554,506,1,NA,NA,82.468,308,"10^-123.828",NA,NA,NA,NA,NA,NA,NA,NA,"[987872]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",3.25554
687333,2,"687333","Gammatorquevirus","","viruses",FALSE,17.9106,4018,6,NA,NA,90.3468,585.167,"10^-256.847",NA,NA,NA,NA,NA,NA,NA,NA,"[3048386, 3048385, 3048380, 2809423]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",18.9106
687332,2,"687332","Betatorquevirus","","viruses",FALSE,758.38,170132,284,NA,NA,91.5928,536.775,"10^-222.345",NA,NA,NA,NA,NA,NA,NA,NA,"[2809199, 93678]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",759.38
687331,2,"687331","Alphatorquevirus","","viruses",FALSE,4.51555,1013,2,NA,NA,91.2918,427.5,"10^-146.367",NA,NA,NA,NA,NA,NA,NA,NA,"[3048428, 687347]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",5.51555
501783,2,"501783","Cloacibacterium","","bacteria",FALSE,2.59432,582,1,NA,NA,93.199,397,"10^-221.842",NA,NA,NA,NA,NA,NA,NA,NA,"[2004710]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",3.59432
478394,2,"478394","Diadumene","","eukaryota",FALSE,1.51558,340,1,NA,NA,83.026,271,"10^-109.474",NA,NA,NA,NA,NA,NA,NA,NA,"[1789172]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",2.51558
401469,2,"401469","Undibacterium","","bacteria",FALSE,5.01925,1126,1,NA,NA,92.571,525,"10^-293.084",NA,NA,NA,NA,NA,NA,NA,NA,"[401471]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",6.01925
389762,2,"389762","Megahexura","","eukaryota",FALSE,0.485878,109,1,NA,NA,96.491,57,"10^-23.6916",NA,NA,NA,NA,NA,NA,NA,NA,"[389833]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",1.485878
347753,2,"347753","Oegoconia","","eukaryota",FALSE,0.583945,131,1,NA,NA,90.291,103,"10^-44.0202",NA,NA,NA,NA,NA,NA,NA,NA,"[347754]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",1.583945
341966,2,"341966","Aphanisticus","","eukaryota",FALSE,0.521539,117,1,NA,NA,96.552,58,"10^-24.3702",NA,NA,NA,NA,NA,NA,NA,NA,"[1581348]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",1.521539
222002,2,"222002","Lepidonotus","","eukaryota",FALSE,0.468048,105,1,NA,NA,92.857,56,"10^-20.2684",NA,NA,NA,NA,NA,NA,NA,NA,"[222003]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",1.468048
209961,2,"209961","Parasitylenchus","","eukaryota",FALSE,0.44576,100,1,NA,NA,100,45,"10^-18.3048",NA,NA,NA,NA,NA,NA,NA,NA,"[1368471]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",1.44576
197911,2,"197911","Alphainfluenzavirus","","viruses",FALSE,1.24367,279,2,NA,NA,98.077,48.5,"10^-19.3027",NA,NA,NA,NA,NA,NA,NA,NA,"[2955291]",1,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",2.24367
177920,2,"177920","Psychomyia","","eukaryota",FALSE,0.46359,104,1,NA,NA,90.625,64,"10^-22.9551",NA,NA,NA,NA,NA,NA,NA,NA,"[177921]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",1.46359
165779,2,"165779","Anaerococcus","","bacteria",FALSE,3.50813,787,1,NA,NA,86.5112,771,"10^-131.806",NA,NA,NA,NA,NA,NA,NA,NA,"[3036300]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",4.50813
115842,2,"115842","Microphthalmus","","eukaryota",FALSE,0.508166,114,1,NA,NA,100,51,"10^-22.3675",NA,NA,NA,NA,NA,NA,NA,NA,"[3040556]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",1.508166
112291,2,"112291","Tenthredo","","eukaryota",FALSE,0.619606,139,1,NA,NA,85.263,95,"10^-33.0764",NA,NA,NA,NA,NA,NA,NA,NA,"[1385102]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",1.619606
79498,2,"79498","Lacanobia","","eukaryota",FALSE,1.56016,350,1,NA,NA,84.858,317,"10^-138.226",NA,NA,NA,NA,NA,NA,NA,NA,"[79499]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",2.56016
74860,2,"74860","Phascolion","","eukaryota",FALSE,0.739961,166,1,NA,NA,81.667,120,"10^-39.1506",NA,NA,NA,NA,NA,NA,NA,NA,"[360539]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",1.739961
63265,2,"63265","Sporisorium","","eukaryota",FALSE,1.89894,426,1,NA,NA,82.278,395,"10^-161.46",NA,NA,NA,NA,NA,NA,NA,NA,"[49012]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",2.89894
55193,2,"55193","Malassezia","","eukaryota",FALSE,17.4827,3922,6,NA,NA,94.5411,630.333,"10^-205.689",NA,NA,NA,NA,NA,NA,NA,NA,"[76775, 76773]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",18.4827
46580,2,"46580","Spirometra","","eukaryota",FALSE,1.47546,331,1,NA,NA,83.713,307,"10^-114.909",NA,NA,NA,NA,NA,NA,NA,NA,"[99802]",1,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",2.47546
41275,2,"41275","Brevundimonas","","bacteria",FALSE,9.21385,2067,3,NA,NA,96.882,474.333,"10^-248.657",NA,NA,NA,NA,NA,NA,NA,NA,"[172043, 41276, 293]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",10.21385
41098,2,"41098","Cantharis","","eukaryota",FALSE,0.561657,126,1,NA,NA,98.276,58,"10^-25.7426",NA,NA,NA,NA,NA,NA,NA,NA,"[195172]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",1.561657
41091,2,"41091","Lagria","","eukaryota",FALSE,0.46359,104,1,NA,NA,94.253,87,"10^-39.9764",NA,NA,NA,NA,NA,NA,NA,NA,"[296003]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",1.46359
41013,2,"41013","Tinea","","eukaryota",FALSE,1.23475,277,1,NA,NA,83.051,236,"10^-93.7517",NA,NA,NA,NA,NA,NA,NA,NA,"[1101063]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",2.23475
37842,2,"37842","Sympodiomycopsis","","eukaryota",FALSE,1.55124,348,1,NA,NA,96.569,204,"10^-117.145",NA,NA,NA,NA,NA,NA,NA,NA,"[574677]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",2.55124
6705,2,"6705","Homarus","","eukaryota",FALSE,0.517081,116,1,NA,NA,97.183,71,"10^-33.2028",NA,NA,NA,NA,NA,NA,NA,NA,"[6706]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",1.517081
6643,2,"6643","Octopus","","eukaryota",FALSE,7.16336,1607,3,NA,NA,93.9463,503.333,"10^-246.637",NA,NA,NA,NA,NA,NA,NA,NA,"[6645]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",8.16336
6343,2,"6343","Arenicola","","eukaryota",FALSE,0.490336,110,1,NA,NA,94.595,74,"10^-32.4987",NA,NA,NA,NA,NA,NA,NA,NA,"[2589645]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",1.490336
6181,2,"6181","Schistosoma","","eukaryota",FALSE,2.38927,536,1,NA,NA,96.04,505,"10^-305.453",NA,NA,NA,NA,NA,NA,NA,NA,"[48269]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",3.38927
5820,2,"5820","Plasmodium","","eukaryota",FALSE,7276.72,1632432,3300,NA,NA,97.0012,444.432,"10^-247.119",NA,NA,NA,NA,NA,NA,NA,NA,"[880535, 880534, 720590, 111598, 5860, 5858, 5855, 5854, 5833, 5827, 5825]",3,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",718.716577119713
5761,2,"5761","Naegleria","","eukaryota",FALSE,188.583,42306,101,NA,NA,94.8666,373.634,"10^-197.115",NA,NA,NA,NA,NA,NA,NA,NA,"[5763]",1,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",-27.3551218679842
4575,2,"4575","Zea","","eukaryota",FALSE,3.54379,795,1,NA,NA,100,56,"10^-25.7579",NA,NA,NA,NA,NA,NA,NA,NA,"[4577]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",4.54379
4512,2,"4512","Hordeum","","eukaryota",FALSE,0.583945,131,1,NA,NA,91.25,80,"10^-32.4648",NA,NA,NA,NA,NA,NA,NA,NA,"[4513]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",1.583945
3817,2,"3817","Arachis","","eukaryota",FALSE,0.476963,107,1,NA,NA,100,43,"10^-16.9522",NA,NA,NA,NA,NA,NA,NA,NA,"[217475]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",1.476963
3633,2,"3633","Gossypium","","eukaryota",FALSE,1.00742,226,1,NA,NA,96.41,195,"10^-110.989",NA,NA,NA,NA,NA,NA,NA,NA,"[3635]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",2.00742
3459,2,"3459","Coriaria","","eukaryota",FALSE,0.632979,142,1,NA,NA,89.815,108,"10^-46.0582",NA,NA,NA,NA,NA,NA,NA,NA,"[79760]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",1.632979
1716,2,"1716","Corynebacterium","","bacteria",FALSE,11.7324,2632,4,NA,NA,95.9455,632.75,"10^-220.857",NA,NA,NA,NA,NA,NA,NA,NA,"[43990, 38304, 38284]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",12.7324
1301,2,"1301","Streptococcus","","bacteria",FALSE,3.56162,799,1,NA,NA,97.95,683,"10^-307.653",NA,NA,NA,NA,NA,NA,NA,NA,"[28037]",1,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",4.56162
1269,2,"1269","Micrococcus","","bacteria",FALSE,21.5168,4827,6,NA,NA,97.0015,584.833,"10^-254.836",NA,NA,NA,NA,NA,NA,NA,NA,"[566027, 1270]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",-155.411822434759
1203,2,"1203","Scytonema","","bacteria",FALSE,1.83653,412,1,NA,NA,81.361,338,"10^-132.022",NA,NA,NA,NA,NA,NA,NA,NA,"[1137095]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",2.83653
286,2,"286","Pseudomonas","","bacteria",FALSE,2.24663,504,1,NA,NA,98.684,456,"10^-291.087",NA,NA,NA,NA,NA,NA,NA,NA,"[43263]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",-125.323562079536
283,2,"283","Comamonas","","bacteria",FALSE,2.32241,521,1,NA,NA,91.417,501,"10^-271.147",NA,NA,NA,NA,NA,NA,NA,NA,"[225991]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",3.32241
237,2,"237","Flavobacterium","","bacteria",FALSE,4.43085,994,2,NA,NA,89.0175,430,"10^-190.11",NA,NA,NA,NA,NA,NA,NA,NA,"[2830782, 1751056]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",5.43085
-200,2,"-200","all taxa with neither family nor genus classification","","",FALSE,3.54379,795,2,NA,NA,92.271,354,"10^-184.701",NA,NA,NA,NA,NA,NA,NA,NA,"[100272, 77133]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",-3.20425542018152
-200118520,2,"-200118520","non-genus-specific reads in family Chthoniidae","","eukaryota",FALSE,0.570572,128,1,NA,NA,92.857,84,"10^-36.5607",NA,NA,NA,NA,NA,NA,NA,NA,"[1712357]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",1.570572
-200687329,2,"-200687329","non-genus-specific reads in family Anelloviridae","","viruses",FALSE,1156.3,259400,434,NA,NA,92.0261,538.855,"10^-234.653",NA,NA,NA,NA,NA,NA,NA,NA,"[2055263, 432261, 393049, 68887]",0,"RDC_INC_PAN_bi_004_775872_taxon_report","PAN004","Standard SISPA",107.377536411728
